Date,NewCases,Lockdown,Temp_0,Temp_1,Temp_2,Temp_3,Temp_4,Temp_5,Temp_6,Temp_7,Temp_8,Temp_9,Temp_10,Temp_11,Temp_12,Temp_13,Temp_14,RH_0,RH_1,RH_2,RH_3,RH_4,RH_5,RH_6,RH_7,RH_8,RH_9,RH_10,RH_11,RH_12,RH_13,RH_14
20-03-2020,0.0,0.0,32.0,31.0,30.0,32.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0,30.0,53.0,47.0,50.0,51.0,57.0,57.0,52.0,48.0,55.0,53.0,52.0,64.0,66.0,62.0,63.0
21-03-2020,0.0,0.0,32.0,32.0,31.0,30.0,32.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0,55.0,53.0,47.0,50.0,51.0,57.0,57.0,52.0,48.0,55.0,53.0,52.0,64.0,66.0,62.0
22-03-2020,0.0,0.0,32.0,32.0,32.0,31.0,30.0,32.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,50.0,55.0,53.0,47.0,50.0,51.0,57.0,57.0,52.0,48.0,55.0,53.0,52.0,64.0,66.0
23-03-2020,1.0,0.0,33.0,32.0,32.0,32.0,31.0,30.0,32.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,52.0,50.0,55.0,53.0,47.0,50.0,51.0,57.0,57.0,52.0,48.0,55.0,53.0,52.0,64.0
24-03-2020,0.0,0.0,31.0,33.0,32.0,32.0,32.0,31.0,30.0,32.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,46.0,52.0,50.0,55.0,53.0,47.0,50.0,51.0,57.0,57.0,52.0,48.0,55.0,53.0,52.0
25-03-2020,0.0,1.0,30.0,31.0,33.0,32.0,32.0,32.0,31.0,30.0,32.0,30.0,30.0,30.0,30.0,30.0,30.0,46.0,46.0,52.0,50.0,55.0,53.0,47.0,50.0,51.0,57.0,57.0,52.0,48.0,55.0,53.0
26-03-2020,0.0,1.0,31.0,30.0,31.0,33.0,32.0,32.0,32.0,31.0,30.0,32.0,30.0,30.0,30.0,30.0,30.0,48.0,46.0,46.0,52.0,50.0,55.0,53.0,47.0,50.0,51.0,57.0,57.0,52.0,48.0,55.0
27-03-2020,0.0,1.0,31.0,31.0,30.0,31.0,33.0,32.0,32.0,32.0,31.0,30.0,32.0,30.0,30.0,30.0,30.0,49.0,48.0,46.0,46.0,52.0,50.0,55.0,53.0,47.0,50.0,51.0,57.0,57.0,52.0,48.0
28-03-2020,0.0,1.0,32.0,31.0,31.0,30.0,31.0,33.0,32.0,32.0,32.0,31.0,30.0,32.0,30.0,30.0,30.0,46.0,49.0,48.0,46.0,46.0,52.0,50.0,55.0,53.0,47.0,50.0,51.0,57.0,57.0,52.0
29-03-2020,0.0,1.0,32.0,32.0,31.0,31.0,30.0,31.0,33.0,32.0,32.0,32.0,31.0,30.0,32.0,30.0,30.0,46.0,46.0,49.0,48.0,46.0,46.0,52.0,50.0,55.0,53.0,47.0,50.0,51.0,57.0,57.0
30-03-2020,0.0,1.0,33.0,32.0,32.0,31.0,31.0,30.0,31.0,33.0,32.0,32.0,32.0,31.0,30.0,32.0,30.0,47.0,46.0,46.0,49.0,48.0,46.0,46.0,52.0,50.0,55.0,53.0,47.0,50.0,51.0,57.0
31-03-2020,0.0,1.0,33.0,33.0,32.0,32.0,31.0,31.0,30.0,31.0,33.0,32.0,32.0,32.0,31.0,30.0,32.0,43.0,47.0,46.0,46.0,49.0,48.0,46.0,46.0,52.0,50.0,55.0,53.0,47.0,50.0,51.0
01-04-2020,0.0,1.0,34.0,33.0,33.0,32.0,32.0,31.0,31.0,30.0,31.0,33.0,32.0,32.0,32.0,31.0,30.0,42.0,43.0,47.0,46.0,46.0,49.0,48.0,46.0,46.0,52.0,50.0,55.0,53.0,47.0,50.0
02-04-2020,0.0,1.0,33.0,34.0,33.0,33.0,32.0,32.0,31.0,31.0,30.0,31.0,33.0,32.0,32.0,32.0,31.0,47.0,42.0,43.0,47.0,46.0,46.0,49.0,48.0,46.0,46.0,52.0,50.0,55.0,53.0,47.0
03-04-2020,0.0,1.0,33.0,33.0,34.0,33.0,33.0,32.0,32.0,31.0,31.0,30.0,31.0,33.0,32.0,32.0,32.0,48.0,47.0,42.0,43.0,47.0,46.0,46.0,49.0,48.0,46.0,46.0,52.0,50.0,55.0,53.0
04-04-2020,2.0,1.0,33.0,33.0,33.0,34.0,33.0,33.0,32.0,32.0,31.0,31.0,30.0,31.0,33.0,32.0,32.0,50.0,48.0,47.0,42.0,43.0,47.0,46.0,46.0,49.0,48.0,46.0,46.0,52.0,50.0,55.0
05-04-2020,0.0,1.0,32.0,33.0,33.0,33.0,34.0,33.0,33.0,32.0,32.0,31.0,31.0,30.0,31.0,33.0,32.0,57.0,50.0,48.0,47.0,42.0,43.0,47.0,46.0,46.0,49.0,48.0,46.0,46.0,52.0,50.0
06-04-2020,4.0,1.0,34.0,32.0,33.0,33.0,33.0,34.0,33.0,33.0,32.0,32.0,31.0,31.0,30.0,31.0,33.0,54.0,57.0,50.0,48.0,47.0,42.0,43.0,47.0,46.0,46.0,49.0,48.0,46.0,46.0,52.0
07-04-2020,13.0,1.0,34.0,34.0,32.0,33.0,33.0,33.0,34.0,33.0,33.0,32.0,32.0,31.0,31.0,30.0,31.0,54.0,54.0,57.0,50.0,48.0,47.0,42.0,43.0,47.0,46.0,46.0,49.0,48.0,46.0,46.0
08-04-2020,2.0,1.0,33.0,34.0,34.0,32.0,33.0,33.0,33.0,34.0,33.0,33.0,32.0,32.0,31.0,31.0,30.0,56.0,54.0,54.0,57.0,50.0,48.0,47.0,42.0,43.0,47.0,46.0,46.0,49.0,48.0,46.0
09-04-2020,4.0,1.0,33.0,33.0,34.0,34.0,32.0,33.0,33.0,33.0,34.0,33.0,33.0,32.0,32.0,31.0,31.0,54.0,56.0,54.0,54.0,57.0,50.0,48.0,47.0,42.0,43.0,47.0,46.0,46.0,49.0,48.0
10-04-2020,0.0,1.0,31.0,33.0,33.0,34.0,34.0,32.0,33.0,33.0,33.0,34.0,33.0,33.0,32.0,32.0,31.0,53.0,54.0,56.0,54.0,54.0,57.0,50.0,48.0,47.0,42.0,43.0,47.0,46.0,46.0,49.0
11-04-2020,0.0,1.0,31.0,31.0,33.0,33.0,34.0,34.0,32.0,33.0,33.0,33.0,34.0,33.0,33.0,32.0,32.0,49.0,53.0,54.0,56.0,54.0,54.0,57.0,50.0,48.0,47.0,42.0,43.0,47.0,46.0,46.0
12-04-2020,35.0,1.0,32.0,31.0,31.0,33.0,33.0,34.0,34.0,32.0,33.0,33.0,33.0,34.0,33.0,33.0,32.0,44.0,49.0,53.0,54.0,56.0,54.0,54.0,57.0,50.0,48.0,47.0,42.0,43.0,47.0,46.0
13-04-2020,18.0,1.0,33.0,32.0,31.0,31.0,33.0,33.0,34.0,34.0,32.0,33.0,33.0,33.0,34.0,33.0,33.0,41.0,44.0,49.0,53.0,54.0,56.0,54.0,54.0,57.0,50.0,48.0,47.0,42.0,43.0,47.0
14-04-2020,0.0,1.0,33.0,33.0,32.0,31.0,31.0,33.0,33.0,34.0,34.0,32.0,33.0,33.0,33.0,34.0,33.0,40.0,41.0,44.0,49.0,53.0,54.0,56.0,54.0,54.0,57.0,50.0,48.0,47.0,42.0,43.0
15-04-2020,0.0,1.0,33.0,33.0,33.0,32.0,31.0,31.0,33.0,33.0,34.0,34.0,32.0,33.0,33.0,33.0,34.0,47.0,40.0,41.0,44.0,49.0,53.0,54.0,56.0,54.0,54.0,57.0,50.0,48.0,47.0,42.0
